Identifier,Name,BondType,Country,Sector,Value,Scope1,Scope2,Scope3,AssetClass
FI41OV504BWR,"Munoz, Garcia and Williams",Corporate,Pakistan,Retailing,59993011.71372718,38.3808286253565,31831.95247586588,1619096.1508096752,FixedIncome
FI41PA732QZL,"Wilson, Conway and Davis",Government,Saudi Arabia,,,273.67723036218285,153838.86237173725,4006.574362099745,FixedIncome
FI41PD358TXK,Hernandez-Hensley,Corporate,Indonesia,Retailing,1632251576.696125,2809.7353049197213,,13953.887429907121,FixedIncome
FI41PH560ZVP,Duke-Davis,Corporate,Macedonia,Capital Goods,193336692.648333,18371.396229348487,10434.25594860357,5179.441963236695,FixedIncome
FI41QD450FNI,"Clark, Brown and Duncan",Corporate,Panama,Real Estate,505324297.15908015,266723.6249381946,1599.833631168742,518175.30679066596,FixedIncome
FI41QJ765FIW,"Jackson, Mendez and Nguyen",Corporate,Zimbabwe,Transportation,38808669.378227025,14425.197686657182,6891.464999796264,63347.904634366525,FixedIncome
FI41QS278JKJ,Williams Group,Government,Poland,,34240754.21966943,202.7511697032843,2643.110652133467,24146.34191696512,FixedIncome
FI41QZ786BXD,Gross LLC,Government,Zambia,,167871533.88233522,106.94593979870507,1546.256472359654,,FixedIncome
FI41RM028IWQ,Hernandez-Hernandez,Corporate,Portugal,"Food, Beverage & Tobacco",,44779.83782056402,29534.586406583232,25838.1839834594,FixedIncome
FI41RR838SMG,Davis Inc,Government,Greenland,,,14928.190403142016,,,FixedIncome
FI41RX775TIJ,Ramos PLC,Corporate,Bahrain,Health Care Equipment & Services,271408620.08556074,2853.5204370184356,251.12197231404545,431652.63740283437,FixedIncome
FI41SC190AZF,Chambers PLC,Corporate,Italy,Capital Goods,43573162.135924585,104454.7678053782,6932.02156446934,,FixedIncome
FI41SK423IGE,Decker Inc,Government,U.S. Virgin Islands,,,26995.413740054693,2735.0515992021183,818.9523692310183,FixedIncome
FI41TE991EXG,Quinn-Moss,Government,Liechtenstein,,950024912.849174,561.4954916904856,133.27864401916506,599328.1655439775,FixedIncome
FI41TM648SAR,Terry LLC,Government,Canada,,1104590815.7725728,6029.7786652107,330.8365848622051,28174.70875570819,FixedIncome
FI41TO308FTA,Willis-Gross,Corporate,Mauritius,Materials,1186274127.4319286,10666.980194891874,,,FixedIncome
FI41TP781KYE,"Clark, Malone and Day",Government,Greece,,4784854.57524152,12614.796420470759,27913.64070507141,,FixedIncome
FI41TY300XZZ,Garrett-Rodriguez,Corporate,Chile,Real Estate,47716405.08598232,15682.974051402478,6899.434872054134,,FixedIncome
FI41UI954FIJ,Salazar-Ball,Government,Taiwan,,17870145.49996054,,,14670614.358076945,FixedIncome
FI41UL648AXD,Livingston and Sons,Government,Malaysia,,7559906736.638898,11426.503184962921,130.2993918045378,1134160.5942983548,FixedIncome
FI41UW632OXZ,Webb-Mendez,Corporate,Russian Federation,Retailing,59965773.56595888,5524.093865175051,126400.85114450956,1625461.9832722566,FixedIncome
FI41VK107KBP,Adams-Perkins,Corporate,Norway,Capital Goods,138826957.66160563,1876.57414276568,1927.2071128721482,28623.616815114863,FixedIncome
FI41VV625TOR,"Taylor, Gallagher and Schmidt",Government,Zimbabwe,,10416816.885370107,2980.0516666080985,227.73383955925428,542771.1585932625,FixedIncome
FI41WH284VFY,"Francis, Fritz and Gutierrez",Government,Netherlands,,21299940.50005724,53.63947408150492,35.8365798698482,998.7133706269548,FixedIncome
FI41XF741MOI,Ford-Spencer,Corporate,Malaysia,Technology Hardware & Equipment,278422110.6453405,1179.6473598521386,12250.692357304073,6424024.616203865,FixedIncome
FI41XK799DSM,Thomas-White,Corporate,Romania,Telecommunication Services,,7210.499182984155,,2530988.050345288,FixedIncome
FI41XP862BXK,Holder-Smith,Government,Burkina Faso,,66095446.614865966,,2902474.3006882826,,FixedIncome
FI41YB994WIZ,Orozco LLC,Government,Namibia,,48973641.22921154,19015.077271350092,11264.565794097784,7544.1232392767115,FixedIncome
FI41YN932EXB,Clark PLC,Government,Slovakia,,69305497.92529617,12884.82492355388,8254.729135908348,10248.837087738728,FixedIncome
FI41YU273BMS,"Hughes, Clark and Bishop",Government,Taiwan,,406426011.1173836,1428.8275428543934,1827.004968504524,241488.8164504467,FixedIncome
FI41YZ302FXD,Long-Parks,Corporate,Bermuda,Software & Services,934448136.2321368,127973.73540078173,6112.592329647504,,FixedIncome
FI41ZC169DTN,"Campbell, Davis and Arnold",Government,Canada,,32170208041.50227,59.84082738644719,59393.38636131903,1434994.1776908466,FixedIncome
FI41ZN701JIA,Johnson-Garcia,Corporate,Russian Federation,Materials,2651886708.0168395,4.426065330497235,169.63360068351435,240990.01980463992,FixedIncome
FI41ZQ676IFU,"Brown, Jensen and Rice",Government,Sudan,,167446151.5928955,21341.249817599113,,390337.5071814076,FixedIncome
FI41ZS863RRS,Perez and Sons,Corporate,Uruguay,"Food, Beverage & Tobacco",,,,360383.51188576507,FixedIncome
FI41ZX519HTN,Stewart-Hopkins,Government,La Reunion,,2394239307.507849,2599.5015822801547,52541.509382252654,,FixedIncome
FI42AA627RHR,Brooks-Myers,Government,Gabon,,223494202.47959816,15718.792099376618,1882.88193741343,16065.365724026833,FixedIncome
FI42AF444GBX,"Higgins, Strickland and Martin",Corporate,Saudi Arabia,Consumer Services,,46337.97615540116,75921.47214708185,11560.683861107249,FixedIncome
FI42AI481BZZ,"Cruz, Jackson and Kane",Government,Botswana,,5969385.570222394,,1204.4900398689574,13665.273653260718,FixedIncome
FI42AM320GGQ,Lee-Davis,Corporate,Qatar,,9299708294.141665,434842.94127056946,249.7712339110493,58892.59688197861,FixedIncome
FI42BA366VDE,Cabrera-Jackson,Government,Cayman Islands,,500654298.7045521,151998.29638517852,2518.9641122573066,,FixedIncome
FI42BN821LTJ,Dawson-Larsen,Corporate,Panama,Utilities,857683475.5814412,9857.616316967516,,,FixedIncome
FI42BO348SQY,Thomas-Edwards,Government,Egypt,,192712846.53198698,305.1877680343567,492.3724096079081,,FixedIncome
FI42BQ283ORE,Clarke Ltd,Corporate,Kenya,Banks,81556693.85758224,12602.830196922409,388.1410775298541,,FixedIncome
FI42BU600DEO,Griffith-Franco,Corporate,Estonia,Commercial & Professional Services,9207883.109231323,9160.946579527645,2627.4701023181055,,FixedIncome
FI42CK839HLE,Freeman Group,Corporate,Kazakhstan,Capital Goods,145849190.6175626,413720.5215511452,522.6885594453636,9482.805824794184,FixedIncome
FI42CL431LUA,"Blanchard, Davis and Schmidt",Corporate,Lithuania,Commercial & Professional Services,398087390.51216483,610.399198132648,65372.09146373916,782155.6733710578,FixedIncome
FI42CQ198VXN,Hayes LLC,Government,Estonia,,1965168445.8758652,5689.205958979399,249.40640908954887,102771.03399482842,FixedIncome
FI42CR573SNF,"Rubio, Charles and Watson",Corporate,Slovenia,Materials,,2086.4314004644525,2873.17868629783,,FixedIncome
FI42CW951GHQ,Rodriguez-Taylor,Corporate,St. Lucia,Banks,5166067.899798807,1076.3548925784544,7766.0499793318595,1817769.9954470654,FixedIncome
FI42CY960YLK,Ray-Page,Government,Kenya,,976081498.3684884,1452.9329842651562,2655.652627358479,,FixedIncome
FI42DH288XSV,Lopez-Clark,Government,Sri Lanka,,122202562.8402919,362159.93573092634,1984.5673752276214,6051.437570440836,FixedIncome
FI42DJ795OEY,Adams LLC,Government,Iceland,,,21339.996613458505,,,FixedIncome
FI42DR852SVC,"Torres, Valdez and Briggs",Government,Portugal,,1176822574.7965689,5667.061222227897,28079.02014731147,50598.53792227145,FixedIncome
FI42DU866RHS,"Clark, Palmer and Gomez",Corporate,Thailand,"Pharmaceuticals, Biotechnology & Life Sciences",4212950292.98551,135969.8748386509,44570.123855584985,11467.082364682146,FixedIncome
FI42DU898NMJ,"Cannon, Oconnor and Haney",Corporate,Uganda,Commercial & Professional Services,,1186.8763967970838,861.1158551236085,1146555.1174602031,FixedIncome
FI42DY905POY,Reyes-Davis,Government,Egypt,,296820146.4761656,3691.9646079456734,,886924.5715786818,FixedIncome
FI42EP547IPH,Moreno-Sullivan,Government,Malawi,,5748357.754198444,2250.0164475216425,770468.0070710729,272490.37101388606,FixedIncome
FI42EV157KGA,Wolf-Wright,Corporate,Sudan,Automobiles & Components,2219968133.5984507,5431.210825560639,,17556918.283964142,FixedIncome
FI42FB835FZG,Torres and Sons,Government,Liechtenstein,,19980663.27492212,6258.921323759148,154534.58470269034,24618.18886912787,FixedIncome
FI42FE994QTW,Moreno Group,Corporate,Estonia,Telecommunication Services,63369230.67335851,37836.83971570059,4570.044795652395,,FixedIncome
FI42FI524IOY,Rice Ltd,Corporate,Qatar,Food & Staples Retailing,86003852.56117584,12546.549012444835,227154.61926714666,142186.73157265692,FixedIncome
FI42FJ683QHN,Ball Ltd,Corporate,Turkey,"Food, Beverage & Tobacco",5426406120.293303,645.4568233763853,192935.60610718848,75035.30040292015,FixedIncome
FI42FL057NIQ,Williams PLC,Corporate,Niger,Transportation,85128221246.42772,419.08405889274104,2074.451828798465,,FixedIncome
FI42FO520HMJ,"Robinson, Jones and King",Government,Ivory Coast,,2533133923.891226,220.1859051500311,3533.5246184434227,,FixedIncome
FI42FQ399LFU,"Snyder, Salazar and Eaton",Corporate,Liechtenstein,Utilities,1053635250.0382872,101212.97733672787,,,FixedIncome
FI42GD578GZY,"Logan, Le and Jackson",Corporate,Luxembourg,Telecommunication Services,191979976.27431408,6401.026544168714,,633188.5828324001,FixedIncome
FI42GN617IOI,"Williamson, Herman and Hale",Corporate,Barbados,Household & Personal Products,6781349829.66494,,16925.37240746369,533.3349190222392,FixedIncome
FI42GW259HPJ,"Goodwin, Aguirre and Tran",Government,Netherlands,,108730998.25387426,17488.608061056897,194900.79572328128,49083.89788795498,FixedIncome
FI42HG007VJJ,"Turner, Riggs and Roman",Corporate,Gabon,"Food, Beverage & Tobacco",921341553.6951357,779.3819260907392,9060.019896333866,,FixedIncome
FI42IC477XJD,"Rivera, Wilson and Dean",Government,Saudi Arabia,,7716820261.971073,19418.084309034606,16206.506817487441,2788.9132917033794,FixedIncome
FI42IH538NJU,Williams-Williams,Corporate,Benin,Banks,417758977.4523394,2095588.420172114,21.69812050272028,,FixedIncome
FI42IJ105FXJ,Martinez Inc,Corporate,Brazil,"Pharmaceuticals, Biotechnology & Life Sciences",25770273.769668795,5532.8032284269175,142174.23761517115,,FixedIncome
FI42IL133XYW,Melton and Sons,Government,Costa Rica,,2142097254.725859,1790.2594762913775,91906.74519971486,198515.4804312147,FixedIncome
FI42IM128OFH,Li-Hernandez,Corporate,Cayman Islands,Transportation,106071920172.72214,3244.655037111655,19232.101058436656,81219.07702035063,FixedIncome
FI42IP805PPT,Pierce-Walsh,Corporate,New Zealand,Retailing,57076134.5766296,454324.10235668626,210150.42649637905,,FixedIncome
FI42JB993TMV,Lee Ltd,Corporate,Slovakia,Real Estate,33532459.289352063,1817.2369246756098,,562646.4318853972,FixedIncome
FI42JY742ZIW,"Johnston, Sanders and Brandt",Government,Botswana,,997774390.8890259,145788.25477537885,,768.1415559844919,FixedIncome
FI42KA326PNT,"Henderson, Williams and Keller",Corporate,Lebanon,,33396999.709025014,10160.569870629142,526.4308660068318,2017302.017972862,FixedIncome
FI42KA943DLJ,Kline-Peterson,Government,Samoa,,2466604087.024411,1126.3362770032022,54962.97056541571,322599.05613857164,FixedIncome
FI42KM396XZY,Kelly-Cox,Government,Kuwait,,88991314.61408375,2569.482438897368,752700.0462463635,122311.95215639599,FixedIncome
FI42KO454NZS,"Willis, Garcia and Schaefer",Government,Senegal,,,17274.172123013286,,,FixedIncome
FI42KS487KPP,West LLC,Government,United States,,559484312.3035662,39086.71729503791,31057.12463854338,,FixedIncome
FI42LB424JXV,Cooper-Chandler,Government,Aland Islands,,,517.0614433528136,63726.67468270386,4978.095319914663,FixedIncome
FI42LN058OYX,Taylor PLC,Corporate,Jordan,Retailing,20490728.19934431,10777.513671576586,,17966.940804221136,FixedIncome
FI42MB863UKG,Knox Inc,Government,Qatar,,,2790.80390919894,13240.943497804712,792.8312768316981,FixedIncome
FI42MF869TXD,King Group,Corporate,United Kingdom,Retailing,1144259.9412823094,2340.5321639651743,,1485.139565769952,FixedIncome
FI42MJ359LBH,Jones Ltd,Corporate,Greenland,Insurance,31559799.680573083,213.7980799009588,111393.31388600307,,FixedIncome
FI42MS112PAZ,Wilkinson-Leon,Government,South Korea,,1784377829.4621656,,,17724.092989862787,FixedIncome
FI42MU430ZXI,Boyd and Sons,Government,Spain,,684931393.3034649,491.6054310868522,47176.98189662127,478220.30242589425,FixedIncome
FI42MU517QZH,"Adkins, Duncan and Thompson",Government,Cayman Islands,,1653304323.7209005,4605.94506139764,,33034.434584619805,FixedIncome
FI42NS167JKF,Morse Group,Government,Aland Islands,,17706569.509021394,694.8151296401098,175.94455340768778,,FixedIncome
FI42NT597EHV,"Lyons, Villarreal and Gutierrez",Corporate,Palestine,Retailing,19242057.727953132,929.0031326793645,4080.652730723692,2765.989143918485,FixedIncome
FI42NU752LWZ,"Hart, Graves and Zimmerman",Corporate,India,,8183668.3963222755,204.3298506716034,25432.287996215837,366993.5549009132,FixedIncome
FI42OI172MZX,"Tanner, Wise and Johnson",Corporate,Bulgaria,Technology Hardware & Equipment,45609835.50096979,11.103122896645763,15205.83122351468,,FixedIncome
FI42OK915FSF,Porter Ltd,Corporate,Philippines,Consumer Durables & Apparel,51948663.15807179,,,475881.5517543981,FixedIncome
FI42OM063RXJ,Quinn-Smith,Government,Hungary,,,3152.7577986268384,62229.17932590293,,FixedIncome
FI42OP763WBJ,Garcia-Black,Corporate,Morocco,Consumer Services,,841.505922805124,2945.029464770518,987086.2697561777,FixedIncome
FI42OV918FBG,Pollard and Sons,Government,Sri Lanka,,10880094.398972126,2693.0145313100415,7523.6136035386235,,FixedIncome
FI42OZ740UIX,Gonzalez-Davis,Corporate,Australia,Consumer Services,,7190.14051117863,190333.42415781022,,FixedIncome
FI42PC025DDX,Phillips LLC,Government,Norway,,2437913130.366985,25374.92196192906,146077.76490754588,,FixedIncome
FI42PL122XWG,Williamson-Medina,Government,Namibia,,22931624.13700248,2465.46479224248,16301.784581245593,17668.25877959695,FixedIncome
FI42PO341LCK,"Jones, Turner and Tran",Government,La Reunion,,15606899.977563491,1231.2045657450635,,1976.4212973733074,FixedIncome
FI42PU966QOG,Brown-Shaw,Government,Samoa,,12161018.557228718,61779.79573089684,11577.023914907773,930014.4710638496,FixedIncome
FI42PY443MUQ,"Bennett, Payne and Le",Corporate,Saudi Arabia,Transportation,886418257.8028982,1411.2159899332237,21782.23190272925,,FixedIncome
FI42QA225PTC,Watkins and Sons,Government,Venezuela,,11210726.13486819,1398.3482824338357,14056.166128993515,,FixedIncome
FI42QE910DDF,Edwards-Anderson,Corporate,Cayman Islands,Materials,216169547.27346274,1377.4220626704991,,,FixedIncome
FI42QH653DTK,Gilbert PLC,Corporate,France,Consumer Durables & Apparel,395888649.89133894,606547.274435613,,,FixedIncome
FI42QL988CJS,Martin Inc,Government,Sri Lanka,,,110.40104237911264,,33942.94281699334,FixedIncome
FI42QN364RCQ,"Thompson, Strong and Holmes",Corporate,Barbados,Diversified Financials,284894819.08027333,327.383375465064,15076.55984514377,,FixedIncome
FI42QT989IGM,Romero Group,Corporate,Puerto Rico,Diversified Financials,166064659.08736706,899.4189543736262,3793.5404596218045,,FixedIncome
FI42RH746TUV,Bryant-Sawyer,Corporate,Taiwan,Consumer Durables & Apparel,1005028268.841409,3707.677122618134,,37585.56438594672,FixedIncome
FI42RL738MVJ,"Gregory, Gilbert and Harmon",Government,Panama,,71860372.55417718,10491.299549611776,,111671.58837658454,FixedIncome
FI42RO752SJO,"Watts, Robinson and Nguyen",Government,Morocco,,315424596.6491077,38096.204521280764,,65583.57477350396,FixedIncome
FI42RT700GFX,Hoffman-Jacobs,Government,Malta,,12246607262.336472,10669.171217175608,2699.1797074832734,,FixedIncome
FI42SP189ZKL,"Cook, Cruz and Bennett",Government,Ecuador,,2440849957.835961,,4609.5553527962775,,FixedIncome
FI42TB890YQX,Harrison PLC,Government,Jamaica,,12192679229.092392,577.0469906901183,820.9780726928788,121758.36921085282,FixedIncome
FI42TN961IOG,"Thompson, Coffey and Kidd",Government,Portugal,,30198249.95573086,19281.31386399456,156.2378604332787,,FixedIncome
FI42TP487XOR,Thompson-Murray,Corporate,Brazil,Banks,20194910.236048,692.2191762440762,44571.657790483,92227.9789279446,FixedIncome
FI42UG336ZXB,Smith-Gonzalez,Government,Austria,,58818272.469004124,3496.626280462547,14349.116741912447,21358.33448987872,FixedIncome
FI42UK337ACX,Adams LLC,Corporate,Finland,Real Estate,3491038566.7509837,6382.064208381946,4606.442662582366,,FixedIncome
FI42UM017PKI,Wright-Espinoza,Corporate,Cayman Islands,Food & Staples Retailing,14907446.16662581,108.21450293605227,824.431226556598,98759.52412808554,FixedIncome
FI42UQ149ZRO,Garcia-Juarez,Corporate,Greece,"Pharmaceuticals, Biotechnology & Life Sciences",,84954.48631880933,7726.922180316955,523863.6911699656,FixedIncome
FI42UV099NEE,"Johnson, Woodward and Stevenson",Corporate,Bahamas,Materials,146232219.51717266,6165.874221338533,19190.254634511246,1193.0248011777403,FixedIncome
FI42UV217LRJ,"Rhodes, Camacho and Cowan",Government,Barbados,,4937833620.109698,193.53358430927872,2281.8146181238635,65268.416289551176,FixedIncome
FI42UW541HPU,Johnson Ltd,Corporate,Mozambique,Media & Entertainment,2602543493.157763,492610.42335200723,3831.8681915464003,1299488.68508772,FixedIncome
FI42VB569ZSQ,"Little, Mills and West",Government,Kenya,,,3912.280857186464,796.965791816968,1486933.1223137823,FixedIncome
FI42VH685BSI,Cunningham-Barton,Corporate,Gibraltar,Consumer Services,136904651.6809464,7662.161096325297,,,FixedIncome
FI42VJ179CMX,"Sanford, Harmon and Patrick",Government,Bahrain,,379078378.10457605,827.2532293236818,3310.58043098602,778.0948260400661,FixedIncome
FI42VJ844XWJ,Ballard Ltd,Corporate,Uruguay,Media & Entertainment,,1306.3985511576932,245646.53839963657,,FixedIncome
FI42VK588JTQ,Kent PLC,Government,Azerbaijan,,83740207.39154062,11157.603484646559,687.779987698071,,FixedIncome
FI42VM751UFT,Ferguson-Lyons,Government,Australia,,345743775.0338506,234.55921285784765,13.1201733834398,17000.046072012337,FixedIncome
FI42VX444YFT,Oneal-Duncan,Government,Kyrgyzstan,,64051488.776524276,18367.356341420476,1803.0459736856544,,FixedIncome
FI42WU502RKF,"Weeks, Burton and Madden",Government,Hong Kong,,401653610.9206804,2045.210015220198,5543.483373105905,29919.73134161194,FixedIncome
FI42XF951QXH,Bridges Inc,Corporate,Russian Federation,Diversified Financials,462044750.5915366,277309.11454987596,2914.933059785213,11576.64973281475,FixedIncome
FI42YJ493JND,Taylor and Sons,Government,Denmark,,47857638.105288304,370.6717800257757,5711.733709872791,11856.83380817875,FixedIncome
FI42YK692WDA,Sloan Inc,Corporate,Switzerland,Diversified Financials,,558.6420118427872,,,FixedIncome
FI42YR060EOJ,"Patterson, Sloan and Holloway",Government,Mexico,,20882908.440082412,509363.315488344,177012.13455335953,,FixedIncome
FI42ZC114YOU,Goodman and Sons,Corporate,Kazakhstan,,85633950.5657713,2907.86474073281,882.7479954148652,1830663.379313662,FixedIncome
FI42ZK749YUQ,Johnston Inc,Government,Latvia,,45573344989.63209,,16370.952911764289,15169.149038595473,FixedIncome
FI42ZL044ZDG,"Bennett, Chavez and Anderson",Government,United Arab Emirates,,2388260128.3295245,13267.865285081094,39416.40919958501,17045296.658870704,FixedIncome
FI42ZN872PHS,Vance PLC,Government,Portugal,,2397945538.930976,144975.18914077134,17212.659347652658,,FixedIncome
FI42ZT797DES,Conner and Sons,Government,Myanmar,,2791733170.738608,,4224.550795557158,1032450.554007702,FixedIncome
FI42ZX612NLB,Mcdaniel-Young,Corporate,Indonesia,Energy,,14322.80894348094,,1528476.2165031964,FixedIncome
FI43AF279VBL,"Gallegos, Adams and White",Government,Kenya,,,6652.110578724517,,,FixedIncome
FI43AK224FLJ,Beck-Green,Government,Spain,,,2632.937085753499,11773.14622186488,,FixedIncome
FI43AZ191GWX,Evans-Johnson,Corporate,Italy,Real Estate,12696830062.317055,2686.189232305641,5369.342043312572,22358.845590428875,FixedIncome
FI43BD309AIX,Wells-Hernandez,Corporate,Mali,Consumer Services,11375139.82080358,1585.6058164186115,21640.336247135743,,FixedIncome
FI43BH435ITA,"Patel, Adams and Lopez",Corporate,Nigeria,"Food, Beverage & Tobacco",967627375.4278034,41343.67564225379,,,FixedIncome
FI43BL670MMD,"Perez, Hayes and Lloyd",Government,Malaysia,,798577805.3026541,2022.7474599178054,188.7566420817155,648190.0288906395,FixedIncome
FI43BT873BKU,Perry and Sons,Corporate,Kenya,"Food, Beverage & Tobacco",608422081.2844301,16874.875162659115,9206.820616368912,439891.4801143573,FixedIncome
FI43CD731DML,Chapman-Wheeler,Government,Liberia,,443929065.65141594,,8481.146067803516,85605.81921042386,FixedIncome
FI43CF798MMF,Richardson-Lynn,Government,U.S. Virgin Islands,,374383334.03595823,644.7615545993624,27861.948401809106,,FixedIncome
FI43CN593NSS,Paul-Kline,Corporate,Taiwan,Household & Personal Products,53917437.637489095,,,2561.2865964280363,FixedIncome
FI43CT754FTC,"Glass, Mercer and Hughes",Corporate,Jamaica,"Food, Beverage & Tobacco",9417656334.920765,2226.6398075506986,,,FixedIncome
FI43DH083CFL,Rodriguez-Mann,Corporate,Gambia,,29745415.932897687,,,22950.71309020075,FixedIncome
FI43DR623CSH,Kent PLC,Government,Qatar,,16247622.48868064,248323.65860819648,425.4001852940954,276884.9686536983,FixedIncome
FI43EA652VYC,Green Inc,Corporate,Croatia,Retailing,648992911.1277752,14.606779690377556,23963.465751861044,984.2558650554902,FixedIncome
FI43EF783JSU,"Velez, Ward and Harrison",Government,Kyrgyzstan,,8235559.989655899,12207.593995608153,44648.74160346125,383325.938796791,FixedIncome
FI43EH638QEY,Martin-Jones,Government,China,,10195522.71161827,6.856037310166235,14251.31439470855,7736.723534802327,FixedIncome
FI43EJ620IMR,"Arnold, Montgomery and Doyle",Corporate,Indonesia,Insurance,6232869.623951859,32093.620889213933,490.6306785266106,540116.4041921754,FixedIncome
FI43EV848WIO,Edwards-Roth,Corporate,Germany,Transportation,85202466.79155128,2730.964638394075,,,FixedIncome
FI43EZ759IQH,"Reynolds, Rogers and Holland",Corporate,Vietnam,Automobiles & Components,142731913.21540564,6873.132312176216,381.4111657269594,173916.07998954132,FixedIncome
FI43FJ239VXB,"Whitaker, Martinez and Green",Corporate,Lebanon,Real Estate,93864120.96336924,15444.708664361897,1043.3892657622105,3262396.7653057687,FixedIncome
FI43GK063LVZ,Hernandez-Mayer,Corporate,Togo,Diversified Financials,11245800.337493911,1647.0131898124032,277.46372909354733,,FixedIncome
FI43GL493BJK,Fischer-Powell,Corporate,Vietnam,Diversified Financials,432606835.74665076,12574.285221113221,76910.63082059982,645930.0668423851,FixedIncome
FI43GP468KGA,"Dawson, Lyons and Perez",Government,Germany,,15626867.668283533,,58.10060552792602,19246.219111543367,FixedIncome
FI43GR667BBI,Scott-Delgado,Government,Poland,,17277644.0651857,,54130.48285381777,,FixedIncome
FI43GU000WKW,"Valdez, Phillips and Hill",Government,Greece,,6465165.264791687,378517.4815134531,127086.01319019795,,FixedIncome
FI43GU134EFP,Perez-Hall,Corporate,Austria,Retailing,15042526.904576922,1223.7468684295116,1763.6603467784785,136128.6943475395,FixedIncome
FI43HQ049XQT,"Rivera, Martinez and Richardson",Corporate,Kyrgyzstan,,919176766.166715,79.90054837669533,6191.665594626628,,FixedIncome
FI43HR552CPJ,"Jones, Compton and Day",Corporate,Bangladesh,Insurance,2099510399.8557408,510.3591496578858,23853.806909550913,24554.11891317656,FixedIncome
FI43HU880JHW,Stokes Inc,Government,Italy,,129261764.88411196,1136.9212358595346,73308.73344596772,25098.320533670445,FixedIncome
FI43IG069GLQ,Shah-Walker,Government,Netherlands,,538344703.4945241,19729.942054325562,137.60973894401718,,FixedIncome
FI43IK555ETF,Hall-Robinson,Government,Indonesia,,94630610.32493058,11054.227116136775,9978.706896240466,27546.938056493844,FixedIncome
FI43IV983ZKG,Miller Inc,Government,Norway,,9890582.267680846,250.67500214296754,107607.5580687874,,FixedIncome
FI43JK998TGB,Hall Inc,Corporate,Estonia,Utilities,264354815.65745953,30349.856660820224,227963.81984916073,,FixedIncome
FI43JT673AAH,Reyes and Sons,Government,Singapore,,639142867.9991413,95434.76109450862,,17306.86315020861,FixedIncome
FI43JV434AIX,Davenport-Martinez,Corporate,Chile,Capital Goods,25048694.150717355,13747.590819623894,378606.19698518276,,FixedIncome
FI43JX868YLB,Johnson PLC,Corporate,Jordan,"Food, Beverage & Tobacco",9072118588.220688,51010.35003415293,249.86833714096764,113106.53699620078,FixedIncome
FI43KD149VPW,Schultz Group,Corporate,Switzerland,Capital Goods,119712240.346176,1662.109108579019,327523.10865735664,168022.8669948663,FixedIncome
FI43KU081OEQ,White LLC,Government,Norway,,94684681.92278038,42879.10805764107,6245.873340505725,41572.44654632279,FixedIncome
FI43KU464FOO,Mills-Woods,Corporate,Canada,Household & Personal Products,7292628.627045933,144010.35543039633,9373.82472233052,43199.634386425445,FixedIncome
FI43LI475CEN,"Parker, Bell and Walker",Government,Cyprus,,19003102.534806974,83267.58048147082,284.51774738597896,788876.8250015235,FixedIncome
FI43LT370FYV,Gibson Group,Corporate,Latvia,"Food, Beverage & Tobacco",37244401.074672,63080.816885885106,283.98254951357853,333657.29193690536,FixedIncome
FI43LX063WKF,"Day, Dennis and Williamson",Corporate,Colombia,Software & Services,423643365.3890102,68.01808470094286,3008.3971736842645,,FixedIncome
FI43LY484MFY,"Downs, Fernandez and Stuart",Government,Mexico,,75284641.38814217,552.0046154246565,2108.2191928443017,7003.685437271784,FixedIncome
FI43MC890XII,"Hunter, Parks and Smith",Corporate,Malaysia,"Food, Beverage & Tobacco",34762074.99637127,8038.026271388388,175.42557751993334,10877.46365884866,FixedIncome
FI43MH855GJS,"Adams, Stephens and Smith",Government,Bahrain,,141226787.228623,1464.477874525619,103.81457923799954,,FixedIncome
FI43MK342FAR,"Garza, Gutierrez and Ford",Government,France,,336740474.83530915,135.9854402842347,4223.918187828867,5040820.633132404,FixedIncome
FI43NA849WIM,Richardson-Orozco,Corporate,United Kingdom,Household & Personal Products,113003855.18866435,108111.98079630164,38.830394616932836,13953.136274721624,FixedIncome
FI43NG455IYP,"Gonzalez, Moore and Nichols",Government,Aland Islands,,3281122.865688157,6390.8757584988,9575.93649336211,4025.697479651643,FixedIncome
FI43NQ000UIH,Nelson Group,Government,Zimbabwe,,,,416.70506825339857,830146.7738787609,FixedIncome
FI43OM444NNI,Anderson PLC,Corporate,Norway,Banks,500254851.0037307,885.4744189473912,624.2636297628937,245324.03932525936,FixedIncome
FI43OU164SRF,Scott-Kennedy,Corporate,Serbia,Real Estate,,16116.19917739127,16288.737095544917,11575.894484965056,FixedIncome
FI43PC161VGS,Long-Chang,Government,Papua New Guinea,,,6986.594890422396,24229.74450893182,984817.4535246611,FixedIncome
FI43PN164QCN,"Smith, Malone and Ruiz",Government,Iceland,,1641517633.0592027,314005.54561881104,68579.26439892586,1119705.2054099995,FixedIncome
FI43PZ992YKD,Thompson LLC,Government,South Korea,,1558894962.5650604,4765.316220353709,41280.39605068665,,FixedIncome
FI43QA125DQI,"Newton, Doyle and Stewart",Corporate,Namibia,Automobiles & Components,115792123.89502347,6901.525861857538,5831.596881550318,,FixedIncome
FI43QF715HXE,Spencer-Garcia,Government,Italy,,257290983.25726286,21239.840442719327,2601.2021838740643,279883.8246230744,FixedIncome
FI43QG853OZQ,Barnes-Henderson,Corporate,Malawi,Automobiles & Components,496470002.31106526,112009.45961730617,56122.12410591101,26017.021491374406,FixedIncome
